record_id,track,track_name,record_type,regulatory_class,device_type,category,material_family,material_form,brand,aliases,product_name,registrant,company_short,certificate_no,origin,approval_date,approval_year,valid_until,validity_status,market_scope,application_segment,primary_indication,approved_indications,indication_description,scope_full,specification,components,lidocaine_status,product_tags,market_claim,boundary_reason,source_account,source_title,source_url,evidence_text,confidence,official_verification_status,needs_nmpa_check,official_source,official_status,official_product_name,official_registrant,official_approval_date,official_valid_until,official_indication,official_scope,data_status,source_dataset,main_landscape_included,main_landscape_scope,main_landscape_exclusion_reason,analysis_role,strategic_segment,strategic_segment_name,manufacturer_group_key,manufacturer_group,portfolio_segments,portfolio_note
HA-国械注进20213130109-唇部,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLBELLA with Lidocaine,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLBELLA with Lidocaine,艾尔建 / AbbVie,艾尔建 / AbbVie,国械注进20213130109,进口,2021-04-19,2021,2026-04-18,,注射填充类,注射填充类,唇部,唇部,用于唇部填充、轮廓修饰或唇部软组织容量改善。,唇部组织容量或唇部结构缺陷改善。,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLBELLA with Lidocaine,含利多卡因,注射填充类 / 进口 / 交联 / 含利多卡因,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：唇部第2项，含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLBELLA with Lidocaine，艾尔建 ALLERGAN，国械注进20213130109。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,含利多卡因注射用交联透明质酸钠凝胶Juvéderm VOLBELLA with Lidocaine,艾尔建ALLERGAN,2025-06-09,2031-04-18,唇部,该产品通过注射至唇红体和唇红缘的唇粘膜、真皮浅层或中层，以矫正唇部不对称、轮廓畸形和容积缺损等结构缺陷。利多卡因可减轻治疗过程中患者的疼痛。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,abbvie_allergan,艾尔建 / AbbVie,玻尿酸 / 肉毒素,
HA-国械注进20213130421-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶 Belotero Balance Lidocaine,,注射用交联透明质酸钠凝胶 Belotero Balance Lidocaine,安缇思股份公司 Anteis SA,安缇思股份公司 Anteis SA,国械注进20213130421,进口,2021-10-21,2021,2026-10-20,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶 Belotero Balance Lidocaine,未见利多卡因,注射填充类 / 进口 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第58项，注射用交联透明质酸钠凝胶 Belotero Balance Lidocaine，安缇思股份公司 Anteis SA，国械注进20213130421。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶Belotero Balance Lidocaine,安缇思股份公司 Anteis SA,2021-10-21,2026-10-20,鼻唇沟,产品适用于面部真皮组织中层注射纠正中度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,merz,麦施美学 / Merz,玻尿酸 / 再生类 / 肉毒素,
HA-国械注进20213130485-鼻部,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine,艾尔建 / AbbVie,艾尔建 / AbbVie,国械注进20213130485,进口,2021-11-26,2021,2026-11-25,,注射填充类,注射填充类,鼻部,鼻部,用于鼻部轮廓修饰或鼻部软组织填充相关场景。,鼻部容量补充、鼻背/鼻小柱/前鼻棘部位轮廓塑形。,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine,含利多卡因,注射填充类 / 进口 / 交联 / 含利多卡因,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻部第4项，含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine，艾尔建 Allergan，国械注进20213130485。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine,艾尔建 Allergan,2021-11-26,2026-11-25,鼻部,产品适用于面颊部深层（皮下和/或骨膜上）注射，以重塑面部容积；适用于鼻背、鼻小柱和前鼻棘部位骨膜上层（硬骨膜上和/或软骨膜上）注射，以改善外鼻体积及形态。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,abbvie_allergan,艾尔建 / AbbVie,玻尿酸 / 肉毒素,
HA-国械注准20173130810-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶,,注射用交联透明质酸钠凝胶,上海其胜生物制剂有限公司,其胜生物,国械注准20173130810,国产,2022-02-08,2022,2027-05-21,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第57项，注射用交联透明质酸钠凝胶，上海其胜生物制剂有限公司，国械注准20173130810。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶,上海其胜生物制剂有限公司,2022-02-08,2027-05-21,鼻唇沟,该产品适用于面部真皮组织中层至深层注射以纠正中重度鼻唇沟。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,其胜生物,其胜生物,玻尿酸,
HA-国械注准20173134379-额部,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,非交联HA溶液,医用羟丙基甲基纤维素-透明质酸钠溶液,,医用羟丙基甲基纤维素-透明质酸钠溶液,爱美客技术发展股份有限公司,爱美客,国械注准20173134379,国产,2022-09-02,2022,2027-09-06,,水光/肤质类,水光/肤质类,额部,额部,用于额部容量补充、轮廓修饰或皱纹改善相关场景。,额部皱纹或额部组织容量改善。,,医用羟丙基甲基纤维素-透明质酸钠溶液,未见利多卡因,水光/肤质类 / 国产 / 非交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：额部第3项，医用羟丙基甲基纤维素-透明质酸钠溶液，爱美客技术发展股份有限公司，国械注准20173134379。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,医用羟丙基甲基纤维素-透明质酸钠溶液,爱美客技术发展股份有限公司,2022-09-02,2027-09-06,鼻部,该产品用于皮肤真皮深层至皮下浅层之间注射填充，以纠正额部皱纹和中重度鼻唇部皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,imeik,爱美客,玻尿酸 / 再生类 / 肉毒素,
HA-国械注准20183130109-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶,,注射用交联透明质酸钠凝胶,常州药物研究所有限公司,常州药研所,国械注准20183130109,国产,2022-04-29,2022,2028-03-27,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第52项，注射用交联透明质酸钠凝胶，常州药物研究所有限公司，国械注准20183130109。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶,常州药物研究所有限公司,2022-04-29,2028-03-27,鼻部,该产品用于面部真皮组织中层注射以纠正中重度鼻唇部皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,常州药研所,常州药研所,玻尿酸,
HA-国械注准20223130481-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶,,注射用交联透明质酸钠凝胶,浙江景嘉医疗科技有限公司,浙江景嘉医疗科技有限公司,国械注准20223130481,国产,2022-04-12,2022,2027-04-11,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第54项，注射用交联透明质酸钠凝胶，浙江景嘉医疗科技有限公司，国械注准20223130481。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶,浙江景嘉医疗科技有限公司,2022-04-12,2027-04-11,鼻唇沟,该产品用于面部真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,浙江景嘉医疗科技有限公司,浙江景嘉医疗科技有限公司,玻尿酸,
HA-国械注准20223130516-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶,,注射用交联透明质酸钠凝胶,北京凯诺瑞和医疗器械有限公司,北京凯诺瑞和医疗器械有限公司,国械注准20223130516,国产,2022-04-20,2022,2027-04-19,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第53项，注射用交联透明质酸钠凝胶，北京凯诺瑞和医疗器械有限公司，国械注准20223130516。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶,北京凯诺瑞和医疗器械有限公司,2022-04-20,2027-04-19,鼻唇沟,该产品用于面部真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,北京凯诺瑞和医疗器械有限公司,北京凯诺瑞和医疗器械有限公司,玻尿酸,
HA-国械注准20223130874-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶,,注射用交联透明质酸钠凝胶,武汉医佳宝生物材料有限公司,武汉医佳宝生物材料有限公司,国械注准20223130874,国产,2022-07-11,2022,2027-07-10,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第50项，注射用交联透明质酸钠凝胶，武汉医佳宝生物材料有限公司，国械注准20223130874。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶,武汉医佳宝生物材料有限公司,2022-07-11,2027-07-10,鼻唇沟,该产品适用于面部真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,武汉医佳宝生物材料有限公司,武汉医佳宝生物材料有限公司,玻尿酸,
HA-国械注准20223131647-中面部,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶,,注射用交联透明质酸钠凝胶,华熙生物科技股份有限公司,华熙生物,国械注准20223131647,国产,2022-12-14,2022,2027-12-13,,注射填充类,注射填充类,中面部,中面部,用于中面部容量补充、轮廓修饰或软组织填充，具体层次以注册证完整描述为准。,中面部容量缺失和/或中面部轮廓缺陷改善。,,注射用交联透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：中面部第5项，注射用交联透明质酸钠凝胶，华熙生物科技股份有限公司，国械注准20223131647。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶,华熙生物科技股份有限公司,2022-12-14,2027-12-13,中面部,该产品适用于注射到皮下至骨膜上层用于矫正中面部容量缺失和/或中面部轮廓缺陷。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,bloomage,华熙生物,玻尿酸,
HA-国械注进20173132005-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,修饰HA填充凝胶,注射用修饰透明质酸钠凝胶,,注射用修饰透明质酸钠凝胶,"LG化学 LG Chem, Ltd.","LG化学 LG Chem, Ltd.",国械注进20173132005,进口,2022-07-01,2022,2027-06-30,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用修饰透明质酸钠凝胶,未见利多卡因,注射填充类 / 进口 / 非交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,"玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第51项，注射用修饰透明质酸钠凝胶，LG化学 LG Chem, Ltd.，国械注进20173132005。",high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用修饰透明质酸钠凝胶Modified Sodium Hyaluronate Gel for Injection,"俪维美学有限公司 LYV Sciences Co.,Ltd",2022-07-01,2027-06-30,鼻部,该产品用于面部真皮组织中层至深层注射，以纠正中重度鼻唇部皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,"lg化学 lg chem, ltd.","LG化学 LG Chem, Ltd.",玻尿酸,
HA-国械注进20183131717-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,修饰HA填充凝胶,注射用修饰透明质酸钠凝胶 YVOIRE volume s,,注射用修饰透明质酸钠凝胶 YVOIRE volume s,"LG化学 LG Chem, Ltd.","LG化学 LG Chem, Ltd.",国械注进20183131717,进口,2022-09-14,2022,2028-02-12,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用修饰透明质酸钠凝胶 YVOIRE volume s,未见利多卡因,注射填充类 / 进口 / 非交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,"玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第49项，注射用修饰透明质酸钠凝胶 YVOIRE volume s，LG化学 LG Chem, Ltd.，国械注进20183131717。",high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用修饰透明质酸钠凝胶YVOIRE volume s,"俪维美学有限公司 LYV Sciences Co., Ltd",2022-09-14,2028-02-12,鼻唇沟,该产品适用于面部真皮组织深层至皮下组织层注射，以纠正重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,"lg化学 lg chem, ltd.","LG化学 LG Chem, Ltd.",玻尿酸,
HA-国械注进20223130127-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶,,注射用交联透明质酸钠凝胶,"东邦医疗 Dong Bang Medical Co., Ltd.","东邦医疗 Dong Bang Medical Co., Ltd.",国械注进20223130127,进口,2022-03-02,2022,2027-03-01,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶,未见利多卡因,注射填充类 / 进口 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,"玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第56项，注射用交联透明质酸钠凝胶，东邦医疗 Dong Bang Medical Co., Ltd.，国械注进20223130127。",high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶조직수복용생체재료,"株式会社东方医疗 Dong Bang Medical Co.,Ltd.",2022-03-02,2027-03-01,鼻部,该产品适用于面部真皮组织中层至深层注射以纠正中重度鼻唇部皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,"东邦医疗 dong bang medical co., ltd.","东邦医疗 Dong Bang Medical Co., Ltd.",玻尿酸,
HA-国械注进20223130141-鼻部,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine,艾尔建 / AbbVie,艾尔建 / AbbVie,国械注进20223130141,进口,2022-03-10,2022,2027-03-09,,注射填充类,注射填充类,鼻部,鼻部,用于鼻部轮廓修饰或鼻部软组织填充相关场景。,鼻部容量补充、鼻背/鼻小柱/前鼻棘部位轮廓塑形。,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine,含利多卡因,注射填充类 / 进口 / 交联 / 含利多卡因,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻部第3项，含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine，艾尔建 Allergan，国械注进20223130141。,high,官方未查到/需复核,是,国家政务服务平台 NMPA 医疗器械注册证查询,not_found,,,,,,,已结构化/待官方核验,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,官方证书库暂未同步/待官方核验，不纳入主全赛道行业格局，仅作底层资料和细分赛道研究呈现。,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,abbvie_allergan,艾尔建 / AbbVie,玻尿酸 / 肉毒素,
HA-国械注进20223130181-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,修饰HA填充凝胶,注射用修饰透明质酸钠凝胶 Dermax Deep,,注射用修饰透明质酸钠凝胶 Dermax Deep,"北京爱思特医疗美容有限公司 / ACROSS CO., LTD.","北京爱思特医疗美容有限公司 / ACROSS CO., LTD.",国械注进20223130181,进口,2022-04-12,2022,2027-04-11,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用修饰透明质酸钠凝胶 Dermax Deep,未见利多卡因,注射填充类 / 进口 / 非交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,"玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第55项，注射用修饰透明质酸钠凝胶 Dermax Deep，北京爱思特医疗美容有限公司 / ACROSS CO., LTD.，国械注进20223130181。",high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用修饰透明质酸钠凝胶Dermalax Deep,"亚可罗思有限责任公司ACROSS CO., LTD.",2022-04-12,2027-04-11,鼻唇沟,适用于面部真皮组织中层注射纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,"北京爱思特医疗美容有限公司 / across co., ltd.","北京爱思特医疗美容有限公司 / ACROSS CO., LTD.",玻尿酸,
HA-国械注准20143132037-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,修饰HA填充凝胶,注射用修饰透明质酸钠凝胶,,注射用修饰透明质酸钠凝胶,华熙生物科技股份有限公司,华熙生物,国械注准20143132037,国产,2023-08-23,2023,2029-09-01,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用修饰透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 非交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第43项，注射用修饰透明质酸钠凝胶，华熙生物科技股份有限公司，国械注准20143132037。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用修饰透明质酸钠凝胶,华熙生物科技股份有限公司,2023-08-23,2029-09-01,鼻部,该产品适用于面部真皮组织中层至深层注射以纠正中重度鼻唇部皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,bloomage,华熙生物,玻尿酸,
HA-国械注准20153130014-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶,,注射用交联透明质酸钠凝胶,北京蒙博润生物科技有限公司,北京蒙博润生物科技有限公司,国械注准20153130014,国产,2023-12-21,2023,2029-06-23,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第38项，注射用交联透明质酸钠凝胶，北京蒙博润生物科技有限公司，国械注准20153130014。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶,北京蒙博润生物科技有限公司,2023-12-21,2029-06-23,鼻唇沟,该产品用于面部真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,北京蒙博润生物科技有限公司,北京蒙博润生物科技有限公司,玻尿酸,
